name,rank,functions,structural_material,status,city,city_locode,start,completed,floors_above,height,longitude,latitude,dem
The Hub,288,residential,concrete,UCT,New York City,NYC,2014,2017,53,185,-73.9802780151,40.6870918274,
The Impala,1701,residential,concrete,COM,New York City,NYC,,2001,31,101.8000030518,-73.9539489746,40.7700881958,
The Independent,171,residential,concrete,UC,Austin,AUS,2016,2019,58,209.6999969482,-97.7509689331,30.2678604126,
The Infinity I,1562,office,concrete,COM,San Francisco,SFO,2005,2008,35,106.6999969482,-122.3913497925,37.7894706726,
The Infinity II,1087,residential,concrete,COM,San Francisco,SFO,2005,2009,41,128.0200042725,-122.3905792236,37.7895011902,
The InterContinental San Francisco,2381,hotel,concrete,COM,San Francisco,SFO,,2008,40,103.63,-122.4047012329,37.7821083069,
The Ivy,583,residential,concrete,COM,Miami,MIA,2005,2008,45,156.1600036621,-80.1951599121,25.7704296112,
The James New York,2186,hotel,concrete,COM,New York City,NYC,2008,2010,17,77.7200012207,-74.0048828125,40.7225494385,
The John and Frances Angelos Law Center,2255,education,concrete,COM,Baltimore,BAL,2010,2013,12,70.5,-76.6158599854,39.3059005737,
The John Ross Tower,1788,residential,concrete,COM,Portland,PDX,2005,2007,32,99.0599975586,-122.6699829102,45.4968986511,
The Ken Garff Building,2334,office,steel,COM,Salt Lake City,SLC,,1967,12,58.2200012207,-111.8906784058,40.7604217529,
The Kent,1466,residential,concrete,UC,New York City,NYC,2015,2017,30,111.9000015259,-73.9496688843,40.7842407227,
The Kirby Collection Residential Tower,1657,residential \/ retail,concrete,UC,Houston,HOU,2015,2017,22,103.6299972534,-95.4191818237,29.7360401154,
The Lancaster,1794,residential,concrete,COM,Chicago,CHI,2003,2005,30,98.8099975586,-87.6159591675,41.8862304688,
The Lara,1799,residential,concrete,COM,New York City,NYC,2012,2014,30,98.4499969482,-74.0072402954,40.710899353,
The Laurel,1758,residential,concrete,COM,New York City,NYC,,2009,31,100,-73.9582595825,40.764339447,
The Legacy at Millennium Park,72,residential,concrete,COM,Chicago,CHI,2007,2010,73,249.3300018311,-87.6256408691,41.8813514709,
The Lex,1306,residential,concrete,COM,Chicago,CHI,2007,2010,35,118.3199996948,-87.6226425171,41.8531303406,
The Link,785,residential,concrete,COM,New York City,NYC,2005,2007,43,143.5599975586,-73.9859466553,40.7634887695,
The Lofts at 1835 Arch Street,2224,residential,concrete,COM,Philadelphia,PHL,,1925,18,74.3000030518,-75.1708526611,39.9556999207,
The Majestic,1608,residential,steel,COM,New York City,NYC,1930,1931,29,105.4599990845,-73.9766387939,40.776008606,
The Mansion on Peachtree,354,residential,concrete,COM,Atlanta,ATL,2006,2008,42,176.7899932861,-84.366569519,33.8494491577,
The Marc,813,residential,concrete,COM,New York City,NYC,2002,2004,42,141.5599975586,-73.9841537476,40.7643318176,
The Mark (SAN),1355,residential,concrete,COM,San Diego,SAN,,2007,33,116.0999984741,-117.1568908691,32.71118927,
The Mark (SEA),203,office \/ hotel,steel,UC,Seattle,SEA,2014,2017,43,201.169998169,-122.3310470581,47.6052017212,
The Mark on Brickell,1093,residential,concrete,COM,Miami,MIA,,2001,36,128,-80.188949585,25.7620296478,
The Martin,2184,residential,composite,COM,Seattle,SEA,2012,2013,23,77.7200012207,-122.3410720825,47.6144790649,
The Mercer,1215,residential,concrete,COM,Houston,HOU,2002,2003,30,122.0699996948,-95.4678573608,29.7325801849,
The Metropolis,527,residential,concrete,COM,New York City,NYC,2000,2001,48,160.9400024414,-73.9742507935,40.75207901,
The Metropolitan,1565,residential,concrete,COM,New York City,NYC,2002,2004,30,106.6999969482,-73.9522171021,40.7817192078,
The Metropolitan at the 9,1295,residential \/ hotel,composite,COM,Cleveland,CLE,2013,2015,28,119,-81.6858291626,41.4998397827,
The Milan Condominium,1350,residential,concrete,COM,New York City,NYC,2003,2005,31,116.2600021362,-73.9660491943,40.7577285767,
The Millenium Hilton,336,hotel,concrete,COM,New York City,NYC,1988,1992,58,179.2299957275,-74.0103988647,40.71118927,
The Millennium,1366,residential,concrete,COM,Sunny Isles Beach,SI3,,1998,36,115.8000030518,-80.1196975708,25.9487705231,
The Modern Tower A,653,residential,concrete,COM,Fort Lee,FOL,2012,2014,47,151.8000030518,-73.9664916992,40.8522605896,
The Modern Tower B,653,residential,concrete,UC,Fort Lee,FOL,2014,2017,47,151.8000030518,-73.967048645,40.8513298035,
The Moderne,1590,residential,concrete,COM,Milwaukee,MKE,2011,2013,30,106.0699996948,-87.9148330688,43.0453796387,
The Monaco North Tower,853,residential,concrete,COM,Jersey City,JEC,2009,2011,47,138.6999969482,-74.0365829468,40.7242202759,
The Monaco South Tower,853,residential,concrete,COM,Jersey City,JEC,2009,2011,47,138.6999969482,-74.0369415283,40.7240486145,
The Mondrian,958,residential,concrete,COM,New York City,NYC,,1992,43,133.8099975586,-73.9671401978,40.7573509216,
The Montgomery,1197,residential,concrete,COM,Chicago,CHI,,1972,28,123.0400009155,-87.6424102783,41.8957901001,
The Morgan at Provost Square,2384,residential,concrete,COM,Jersey City,JEC,2013,2015,38,,-74.0407562256,40.7202987671,
The Murano,766,residential,concrete,COM,Philadelphia,PHL,2006,2008,42,144.7799987793,-75.1754379272,39.9540710449,
The National,1921,office,steel,COM,Chicago,CHI,,1907,20,92.3499984741,-87.6305999756,41.8797683716,
The New York,830,residential,concrete,COM,Chicago,CHI,,1986,49,140.4900054932,-87.646156311,41.9497413635,
The O'Quinn Medical Tower at St. Luke's,750,office \/ hospital,concrete,COM,Houston,HOU,,1990,29,145.3000030518,-95.4018478394,29.7091693878,
The Octavia,1725,residential,concrete,COM,New York City,NYC,,1985,32,101,-73.9712905884,40.7533798218,
The Oliver Cromwell,1689,residential,concrete,COM,New York City,NYC,,1927,30,102.1100006104,-73.9771499634,40.7764282227,
The Olivia,953,residential \/ office,composite,COM,New York City,NYC,,2001,33,134.1000061035,-73.9944915771,40.7521400452,
The Olivian,1963,residential,concrete,COM,Seattle,SEA,2006,2009,27,90.5,-122.3332824707,47.6141204834,
The Omni,2329,residential,concrete,COM,New York City,NYC,1989,1991,18,59.75,-73.9493637085,40.784160614,
The One,1401,residential,concrete,COM,Jersey City,JEC,2013,2015,35,114.3000030518,-74.0377502441,40.7216110229,
The Orion,296,residential,concrete,COM,New York City,NYC,2004,2006,60,184.1000061035,-73.9922637939,40.7579498291,
The Palace,1232,residential,concrete,COM,Miami,MIA,1979,1982,42,121.9000015259,-80.1922836304,25.7567405701,
The Palazzo,230,hotel,composite,COM,Las Vegas,LAS,2004,2007,53,195.6799926758,-115.1679000855,36.1239318848,
The Palisades,985,residential,concrete,COM,Fort Lee,FOL,,2001,41,132.3000030518,-73.9658737183,40.8480300903,
The Palms 1,1636,residential,concrete,COM,Fort Lauderdale,FLL,,2001,30,104.2399978638,-80.1008300781,26.1555309296,
The Palms 2,1615,residential,concrete,COM,Fort Lauderdale,FLL,,1999,32,105.1600036621,-80.1005783081,26.1561393738,
The Paramount,1106,residential,precast,COM,San Francisco,SFO,2000,2002,40,127.4000015259,-122.4020309448,37.7867088318,
The Parker,1839,residential,concrete,UCT,Chicago,CHI,2015,2016,29,96.0100021362,-87.6470413208,41.8853492737,
The Parklane,1294,residential,concrete,COM,Houston,HOU,,1983,36,119,-95.3836288452,29.7189807892,
The Parkshore,416,residential,concrete,COM,Chicago,CHI,,1991,56,169.4700012207,-87.6146011353,41.8856506348,
The Pearson,1266,residential,concrete,COM,Chicago,CHI,2001,2003,35,120.4700012207,-87.6192398071,41.8978118896,
The Peninsula,970,residential,concrete,COM,Jacksonville,JAX,2004,2006,36,133.1999969482,-81.6547088623,30.3191204071,
The Pinnacle (CHI),498,residential,concrete,COM,Chicago,CHI,2002,2004,48,163.0700073242,-87.6270904541,41.8945083618,
The Pinnacle (SI3),759,residential,concrete,COM,Sunny Isles Beach,SI3,,1998,40,145.0899963379,-80.1207122803,25.939119339,
The Pinnacle at Symphony Place,1116,office,concrete,COM,Nashville,NSH,2007,2010,29,127.0999984741,-86.7746963501,36.1602592468,
The Pinnacle Honolulu,1401,residential,concrete,COM,Honolulu,HNL,,2008,35,114.3000030518,-157.8586883545,21.3101997375,
The Pinnacle Marina Tower,857,residential,concrete,COM,San Diego,SAN,2003,2005,36,138.6799926758,-117.1652832031,32.7110786438,
The Platinum,661,residential,concrete,COM,New York City,NYC,2006,2008,43,151.1799926758,-73.9873886108,40.75989151,
The Plaza,1658,residential,concrete,COM,Des Moines,DSM,1984,1985,27,103.5999984741,-93.6211090088,41.5863189697,
The Plaza in Clayton Residential Tower,1163,residential,concrete,COM,Clayton,CJD,2000,2002,30,124.5,-90.3321533203,38.6478996277,
The Plaza on Dewitt,1268,residential,concrete,COM,Chicago,CHI,1963,1966,43,120.4000015259,-87.6195602417,41.898651123,
The Plaza Residences,2109,hotel \/ residential,steel,COM,New York City,NYC,,1909,18,82,-73.9745025635,40.7644309998,
The Post Oak,691,residential \/ hotel \/ office,concrete,UC,Houston,HOU,2015,2018,36,149.3500061035,-95.457321167,29.7520904541,
The Powhatan,2101,residential,concrete,COM,Chicago,CHI,1927,1929,22,82.2200012207,-87.5844497681,41.8045883179,
The Promenade,1047,residential,concrete,COM,New York City,NYC,,1987,37,129.8000030518,-73.9499816895,40.768119812,
The Regatta,734,residential,concrete,COM,Chicago,CHI,2004,2007,45,146.4499969482,-87.616027832,41.8872184753,
The Regent,2127,residential \/ office \/ retail,concrete,COM,Salt Lake City,SLC,,2011,23,80.7699966431,-111.8901290894,40.7676010132,
The Residences at Grand Plaza,842,residential,concrete,COM,Chicago,CHI,2000,2003,39,139.6000061035,-87.6292724609,41.8922195435,
"The Residences at the Ritz Carlton, Westchester - North Tower",717,residential,concrete,COM,White Plains,WTS,2006,2009,44,147.5200042725,-73.7679901123,41.0334892273,
"The Residences at the Ritz Carlton, Westchester - South Tower",717,residential \/ hotel,concrete,COM,White Plains,WTS,2005,2008,44,147.5200042725,-73.7673187256,41.0327911377,
The Residences at the Ritz-Carlton,560,residential,concrete,COM,Philadelphia,PHL,2007,2009,46,157.8899993897,-75.1650085449,39.9515304565,
The Ritz-Carlton Philadelphia,1191,hotel,steel,COM,Philadelphia,PHL,,1930,30,123.1399993897,-75.1642074585,39.9514389038,
The Ritz-Carlton Residences,672,residential,concrete,COM,Chicago,CHI,2009,2012,40,150.8500061035,-87.6246109009,41.8943786621,
The Ritz-Carlton Residences Waikiki Beach,1561,hotel,concrete,UCT,Honolulu,HNL,2013,2016,37,106.6999969482,-157.8302154541,21.2825603485,
"The Ritz-Carlton Residences, Waikiki Beach, East Tower",2383,residential,concrete,UC,Honolulu,HNL,2014,2017,39,,-157.8298339844,21.2822303772,
The Riverhouse,1922,residential,concrete,COM,New York City,NYC,2005,2008,31,92.0500030518,-74.016242981,40.7155418396,
The Riverside,1832,residential,concrete,COM,Jersey City,JEC,,1998,32,97,-74.0316085815,40.7267303467,
The Rookery,2345,office,steel,COM,Chicago,CHI,1885,1888,12,55.0200004578,-87.6319122314,41.8790283203,
The Rushmore,1049,residential,concrete,COM,New York City,NYC,2006,2008,41,129.5399932861,-73.990196228,40.775188446,
The Savoy Condominiums,999,residential,concrete,COM,New York City,NYC,,1986,42,131.669998169,-73.9654693604,40.7624206543,
The Setai Hotel and Residences,1329,hotel \/ residential,concrete,COM,Miami Beach,MB4,2003,2004,38,117.5,-80.128288269,25.7955493927,
The Seville,1782,residential,concrete,COM,New York City,NYC,,2002,31,99.4000015259,-73.9558792114,40.7716712952,
The Shoreham,889,residential,concrete,COM,Chicago,CHI,2003,2005,47,137.1600036621,-87.6166610718,41.8867301941,
The Signature at MGM Grand Tower I,767,residential,concrete,COM,Las Vegas,LAS,2004,2006,38,144.7799987793,-115.1667785645,36.1060409546,
The Signature at MGM Grand Tower II,767,residential,concrete,COM,Las Vegas,LAS,2005,2006,38,144.7799987793,-115.166633606,36.1067886353,
The Signature at MGM Grand Tower III,767,residential,concrete,COM,Las Vegas,LAS,2005,2007,38,144.7799987793,-115.1666183472,36.107509613,
The Southmore,2033,residential,concrete,UC,Houston,HOU,2015,2016,24,86.5999984741,-95.3857498169,29.7268009186,
The Sovereign,2047,residential,concrete\/steel,COM,Houston,HOU,2012,2014,21,85.3499984741,-95.3995132446,29.7568702698,
The Spires,1041,residential,concrete,COM,Houston,HOU,,1983,40,129.8500061035,-95.3885192871,29.7069892883,
The St. James (HOU),2111,residential,concrete,COM,Houston,HOU,,1975,25,81.6999969482,-95.4714813232,29.7453994751,
The St. James (PHL),652,residential,concrete,COM,Philadelphia,PHL,2001,2004,45,151.8399963379,-75.1540222168,39.9477005005,
The St. Regis Residences at the Venetian Palazzo,244,residential,steel,OH,Las Vegas,LAS,2007,,43,192.6399993897,-115.1701202393,36.1231307983,
The Standard,2159,hotel,composite,COM,New York City,NYC,2005,2009,19,79.5,-74.008140564,40.7409591675,
The Sterling,807,residential \/ retail,concrete,COM,Chicago,CHI,2000,2001,49,142.0399932861,-87.6321411133,41.8888015747,
The Streeter,576,residential,concrete,COM,Chicago,CHI,2005,2007,50,156.669998169,-87.6188278198,41.8924102783,
The Summit,1840,residential,concrete,COM,San Francisco,SFO,,1965,32,96,-122.4152832031,37.7985496521,
The Summit at University City,2054,residential,concrete,COM,Philadelphia,PHL,2014,2015,24,85,-75.1916427612,39.9570617676,
The Sutton,1707,residential,concrete,COM,New York City,NYC,2014,2016,30,101.5,-73.9652328491,40.7556381226,
The Tides,650,residential,concrete,COM,Chicago,CHI,2006,2008,51,152.3500061035,-87.6179885864,41.8866996765,
The Tower (BUR),836,office,concrete,COM,Burbank,BUR,1987,1988,32,140.1999969482,-118.3426208496,34.1529502869,
The Tower (LAX),1778,office,composite,COM,Los Angeles,LAX,,1988,23,99.6999969482,-118.4451522827,34.0580787659,
The Tower at 15 Central Park West,452,residential,concrete,COM,New York City,NYC,2005,2008,35,167.6399993897,-73.9815826416,40.7699584961,
The Tower at Carnegie Abbey,2228,residential,concrete,COM,Portsmouth (RI),POM,,2009,22,73.7600021362,-71.2696228027,41.6161308289,
The Tower at PNC Plaza,466,office,composite,COM,Pittsburgh,PIT,2012,2015,33,165.9600067139,-80.0002212524,40.4402809143,
The Trade Winds,1347,residential,concrete,COM,Galveston,GLS,2005,2007,27,116.4100036621,-94.7546615601,29.3158798218,
The Tree House Residence Hall at Massachusetts College of Art and Design,2049,residential,steel,COM,Boston,BOS,2010,2012,21,85.3399963379,-71.0969314575,42.3366394043,
The Trump Building,44,office,steel,COM,New York City,NYC,1929,1930,71,282.549987793,-74.009803772,40.7069206238,
The University of Chicago Campus North Residence Hall & Dining Commons,2359,residential \/ retail,concrete,UC,Chicago,CHI,2014,2016,15,50.0600013733,-87.5992584229,41.7946586609,
The Vanderbilt,991,residential,concrete,COM,New York City,NYC,,1986,40,131.9799957275,-73.9736709595,40.7493209839,
The Veneto,1691,residential,concrete,COM,New York City,NYC,2006,2007,32,102.0999984741,-73.9675827026,40.7567405701,
The Vermont East Tower,2214,residential,concrete,COM,Los Angeles,LAX,2012,2014,22,75.3000030518,-118.2904281616,34.0614814758,
The Vermont West Tower,1831,residential,concrete,COM,Los Angeles,LAX,2012,2014,29,97.0999984741,-118.2909698486,34.0613098145,
The Vue,366,residential,concrete,COM,Charlotte,CLT,2008,2010,50,175.5,-80.8447570801,35.2310295105,
The Vue at Lake Eola,1043,residential,concrete,COM,Orlando,ORL,2005,2007,35,129.8500061035,-81.3761062622,28.5453205109,
The W Philadelphia and Element Philadelphia,273,hotel \/ retail,concrete,UC,Philadelphia,PHL,2015,2018,51,188,-75.1650390625,39.9512214661,
The Waiea,1109,residential,concrete,UC,Honolulu,HNL,2014,2016,36,127.4000015259,-157.8540039063,21.2936000824,
The Water Club at Borgata,847,hotel \/ casino,concrete,COM,Atlantic City,AIY,2006,2008,39,139.2899932861,-74.4335784912,39.3788490295,
The Watermark Waikiki,1418,residential,concrete,COM,Honolulu,HNL,2005,2008,37,113.6999969482,-157.8380737305,21.2874298096,
The Waverly at South Beach,1495,residential,concrete,COM,Miami Beach,MB4,,2001,36,110.3399963379,-80.1435089111,25.7847690582,
The Westin Diplomat Resort,925,hotel,concrete,COM,Hollywood,HWO,1998,2002,39,135.3300018311,-80.1178817749,25.991689682,
The Westin Virginia Beach Town Center & Residences,607,residential \/ hotel,concrete,COM,Virginia Beach,VAB,2005,2007,38,154.8399963379,-76.1360473633,36.8415298462,
The William Vale,2205,hotel,concrete,UCT,New York City,NYC,2014,2016,21,76.1999969482,-73.9568099976,40.7223396301,
The Wilshire,1625,residential,concrete,COM,Los Angeles,LAX,,1990,27,104.8499984741,-118.4328918457,34.0615005493,
The Windsor,1420,residential,concrete,COM,Honolulu,HNL,,1983,44,113.4000015259,-157.8373413086,21.2859897614,
The Yacht Club at Portofino,1643,residential,concrete,COM,Miami Beach,MB4,1997,1999,33,103.9000015259,-80.1382980347,25.7698707581,
THEHotel,708,hotel,concrete,COM,Las Vegas,LAS,2002,2003,43,147.9299926758,-115.1778335571,36.0929489136,
theWit Hotel,1862,hotel,concrete,COM,Chicago,CHI,2007,2009,26,94.7900009155,-87.6276092529,41.8860015869,
Three Allen Center,177,office,steel,COM,Houston,HOU,,1980,50,208.7899932861,-95.3720703125,29.7573108673,
Three AT&T Plaza,1430,office,steel,COM,Dallas,DAL,1927,1928,24,113.3899993897,-96.7987594604,32.7789382935,
Three Eldridge Place,2296,office,concrete,COM,Houston,HOU,,2009,13,64.9199981689,-95.6191864014,29.775800705,
Three Embarcadero Center,1134,office,steel,COM,San Francisco,SFO,,1976,31,126,-122.3973617554,37.795211792,
Three First National Plaza,98,office,composite,COM,Chicago,CHI,,1981,57,233.6499938965,-87.630569458,41.8823814392,
Three Gateway Center,1623,office,steel,COM,Pittsburgh,PIT,,1952,24,104.9000015259,-80.0055007935,40.4418296814,
Three Logan,125,office,steel,COM,Philadelphia,PHL,,1991,55,225.25,-75.1690597534,39.9553489685,
Three Mellon Center,553,office,steel,COM,Pittsburgh,PIT,,1951,41,158.5,-79.997467041,40.4402198792,
Three Nationwide Plaza,1168,office,steel,COM,Columbus,CMH,1987,1988,26,124.3600006104,-83.0029296875,39.9670791626,
Three PNC Plaza,1622,residential \/ hotel \/ office,steel\/concrete,COM,Pittsburgh,PIT,2007,2010,23,105,-80.0013504028,40.4413909912,
Three Tequesta Point,735,residential,concrete,COM,Miami,MIA,1999,2001,46,146.3000030518,-80.1837463379,25.7693595886,
Three Wells Fargo Center,896,office,concrete,COM,Charlotte,CLT,1997,2000,32,137.1600036621,-80.8465194702,35.2246398926,
Three World Financial Center,126,office,steel,COM,New York City,NYC,1985,1986,51,225.1999969482,-74.0150222778,40.7135391235,
Threefoot Building,2315,abandoned,concrete,COM,Meridian,MEI,,1929,16,61.8699989319,-88.700556,32.35444,
Thrivent Financial Building,2132,office,steel,COM,Minneapolis,MES,1979,1981,17,80.5199966431,-93.2659301758,44.9748916626,
Thurgood Marshall U.S. Court House,333,government,steel,COM,New York City,NYC,1932,1936,37,179.8300018311,-74.0025100708,40.7136802673,
Tiara Condominiums,1216,residential,concrete,COM,Riviera Beach,RBC,,1978,42,122,-80.0332870483,26.7869091034,
Tilt 49,947,residential,concrete,UC,Seattle,SEA,2015,2018,40,134.1000061035,-122.3321990967,47.6169509888,
Time Warner Building,1062,office,steel,COM,New York City,NYC,1946,1947,33,129.2400054932,-73.9777526855,40.759979248,
Time Warner Center North Tower,112,residential \/ hotel \/ office,concrete\/steel,COM,New York City,NYC,2000,2004,55,228.3200073242,-73.9831085205,40.7689399719,
Time Warner Center South Tower,112,residential \/ office,concrete\/steel,COM,New York City,NYC,2000,2004,55,228.3200073242,-73.9831390381,40.7683181763,
Time-Life Building (CHI),1191,office,concrete,COM,Chicago,CHI,1967,1969,30,123.1399993897,-87.6196594238,41.8921585083,
Time-Life Building (NYC),338,office,steel,COM,New York City,NYC,,1959,48,178.919998169,-73.9809799194,40.7605285645,
Times Square Tower,135,office,steel,COM,New York City,NYC,2001,2004,47,221.2899932861,-73.9869232178,40.7555885315,
Toren,1032,residential,steel,COM,New York City,NYC,2007,2009,37,130.25,-73.9826202393,40.693271637,
Tower 111,429,residential,concrete,COM,New York City,NYC,2009,2011,48,169,-73.9891815186,40.7484817505,
Tower 12,950,residential,concrete,UC,Seattle,SEA,2015,2017,39,134.1000061035,-122.342376709,47.6117591858,
Tower 31,893,residential,concrete,COM,New York City,NYC,2004,2006,41,137.1600036621,-73.9867782593,40.7470207214,
Tower 49&reg;,278,office,steel\/concrete,COM,New York City,NYC,,1985,44,187.3999938965,-73.9770431519,40.757270813,
Tower at Erieview,520,office,steel,COM,Cleveland,CLE,1963,1964,40,161.2400054932,-81.688621521,41.5053100586,
Tower at Two Midtown,1802,residential,concrete,COM,Miami,MIA,2005,2007,30,98.1500015259,-80.1915435791,25.8095092773,
Tower Building (BAL),1747,office,steel,DEM,Baltimore,BAL,1910,1912,16,100.5899963379,0,0,1986
Tower Building (SEA),2278,office,steel,COM,Seattle,SEA,1928,1930,17,67,-122.3357620239,47.6136817932,
Tower East Apartments,1640,residential,concrete,COM,New York City,NYC,,1962,34,104,-73.9611816406,40.7695999146,
Tower Life Building,1191,office,steel,COM,San Antonio,SAT,1927,1929,30,123.1399993897,-98.4913482666,29.4229106903,
Tower of the Americas,268,observation,concrete,COM,San Antonio,SAT,1967,1968,-,189.5899963379,-98.4835510254,29.4190292358,
Tower on the Maumee,1231,abandoned,steel,COM,Toledo,TOL,1969,1970,30,121.919998169,-83.535118103,41.6503982544,
Tower Two-Sixty,2413,office \/ hotel \/ retail,steel,UCT,Pittsburgh,PIT,2013,2016,18,,-80.0015029907,40.4401397705,
Towers of Bay Ridge East,1989,residential,concrete,COM,New York City,NYC,,1972,29,89,-74.0221405029,40.6381416321,
Towers of Bay Ridge West,1907,residential,concrete,COM,New York City,NYC,,1972,31,93,-74.0241928101,40.6394004822,
TradeMark,1791,residential,concrete,COM,Charlotte,CLT,2005,2007,28,99.0599975586,-80.8457336426,35.2289810181,
Transamerica Pyramid,59,office,composite,COM,San Francisco,SFO,1969,1972,48,260,-122.4027328491,37.7952384949,
Transportation Building,464,office,steel,COM,New York City,NYC,,1928,44,166.1199951172,-74.008682251,40.7119483948,
Transunion Building,1703,office,concrete,COM,Chicago,CHI,1959,1961,24,101.8000030518,-87.6313171387,41.8778190613,
Travelers Tower,529,office,steel,COM,Hartford,HFD,,1919,24,160.6300048828,-72.6726608276,41.7644081116,
Treasure Island Hotel & Casino,1456,hotel \/ casino,concrete,COM,Las Vegas,LAS,1992,1993,36,112.1999969482,-115.1719894409,36.1247406006,
Tribeca Green,2257,residential,concrete,COM,New York City,NYC,2004,2005,24,70.0999984741,-74.0149993896,40.7171096802,
Tribeca Royale,1992,residential,concrete,UCT,New York City,NYC,2013,2016,21,89,-74.0084533691,40.7132492065,
Tribeca Tower,494,residential,concrete,COM,New York City,NYC,,1990,53,163.6799926758,-74.0059509277,40.715801239,
Tribune Tower (CHI),815,office,steel,COM,Chicago,CHI,1922,1925,34,141.1199951172,-87.6236419678,41.8903884888,
Tribune Tower (OAK),1876,office,steel,COM,Oakland,OAK,1906,1923,20,94.4899978638,-122.2708587647,37.8031196594,
Trinity Building,1578,office,steel,COM,New York City,NYC,1904,1905,22,106.6800003052,-74.0117721558,40.7087402344,
Trinity Court,1414,office,steel,COM,New York City,NYC,,1927,25,114,-74.0128173828,40.7085609436,
Troy Boston,2288,residential,composite,COM,Boston,BOS,2013,2015,19,66.0100021362,-71.0624771118,42.3444900513,
Trump Bay Street,721,residential,concrete,UC,Jersey City,JEC,2014,2017,50,147.5,-74.0354995728,40.7198982239,
Trump Hollywood,928,residential,concrete,COM,Hollywood,HWO,2007,2009,40,135.0299987793,-80.1173171997,25.9961490631,
Trump International Beach Resort,1553,residential \/ hotel,concrete,COM,Sunny Isles Beach,SI3,2003,2004,32,107,-80.1205825806,25.9432106018,
Trump International Hotel & Tower (CHI),7,residential \/ hotel,concrete,COM,Chicago,CHI,2005,2009,98,423.2200012207,-87.6264266968,41.8888702393,
Trump International Hotel & Tower (NYC),347,residential \/ hotel,steel,COM,New York City,NYC,1968,1970,44,177.6199951172,-73.981590271,40.7691116333,
Trump International Hotel & Tower 1,267,residential \/ hotel,concrete,COM,Las Vegas,LAS,2005,2008,64,189.5899963379,-115.172782898,36.1296310425,
Trump International Hotel Waikiki Beach Walk,1464,hotel,concrete,COM,Honolulu,HNL,2006,2009,39,112.0899963379,0,0,
Trump Palace (NYC),265,residential,concrete,COM,New York City,NYC,,1991,54,189.8899993897,-73.9617767334,40.7674293518,
Trump Palace (SI3),441,residential,concrete,COM,Sunny Isles Beach,SI3,2002,2005,43,167.9499969482,-80.1200180054,25.943939209,
Trump Parc Condominiums,849,residential \/ hotel,steel,COM,New York City,NYC,1929,1930,36,139,-73.9770812988,40.7654190063,
Trump Park Avenue,1571,hotel,steel,COM,New York City,NYC,,1929,32,106.6800003052,-73.9700469971,40.7632484436,
Trump Plaza,981,residential,concrete,COM,New Rochelle,UXO,2005,2007,40,132.5899963379,-73.7816314697,40.9124298096,
Trump Plaza I,1731,residential,concrete,COM,West Palm Beach,PBI,1984,1986,32,100.5999984741,-80.0515823364,26.7085094452,
Trump Plaza II,1731,residential,concrete,COM,West Palm Beach,PBI,,1986,32,100.5999984741,-80.0516281128,26.7080097198,
Trump Plaza Residences,508,residential,concrete,COM,Jersey City,JEC,2006,2008,55,162.1600036621,-74.036567688,40.7197418213,
Trump Royale,449,residential,concrete,COM,Sunny Isles Beach,SI3,2005,2008,43,167.6399993897,-80.1200027466,25.9449291229,
Trump SoHo Hotel Condominium,863,hotel,concrete,COM,New York City,NYC,2006,2010,42,138.3800048828,-74.0055465698,40.7254104614,
Trump Taj Mahal - Chairman Tower,795,hotel,concrete,COM,Atlantic City,AIY,2006,2008,41,143.2100067139,-74.4186935425,39.3605690002,
Trump Taj Mahal Casino Hotel,1017,hotel \/ casino,composite,COM,Atlantic City,AIY,1987,1990,42,130.7599945068,-74.4195022583,39.3602409363,
Trump Tower,202,residential \/ office,concrete,COM,New York City,NYC,1980,1982,58,202.3899993897,-73.9739608765,40.7623291016,
Trump Tower at City Center,1542,residential,concrete,COM,White Plains,WTS,2003,2005,35,107.9000015259,-73.7644195557,41.0322303772,
Trump Towers I,826,residential,concrete,COM,Sunny Isles Beach,SI3,2005,2008,45,140.5,-80.1217803955,25.9244995117,
Trump Towers II,826,residential,concrete,COM,Sunny Isles Beach,SI3,2005,2008,45,140.5,-80.1218185425,25.9236297607,
Trump Towers III,826,residential,concrete,COM,Sunny Isles Beach,SI3,2005,2008,45,140.5,-80.1218185425,25.9228096008,
Trump World Tower,55,residential,concrete,COM,New York City,NYC,1999,2001,72,262.4400024414,-73.967666626,40.7525215149,
Turnberry Ocean Colony North Tower,1014,residential,concrete,COM,Sunny Isles Beach,SI3,2003,2007,37,131,-80.12159729,25.9263305664,
Turnberry Ocean Colony South Tower,1014,residential,concrete,COM,Sunny Isles Beach,SI3,2006,2008,37,131,-80.12159729,25.9254207611,
Turnberry Place I,752,residential,concrete,COM,Las Vegas,LAS,1999,2001,38,145.2400054932,-115.155418396,36.1368103027,
Turnberry Place II,752,residential,concrete,COM,Las Vegas,LAS,,2002,38,145.2400054932,-115.1567230225,36.1368217468,
Turnberry Place III,752,residential,concrete,COM,Las Vegas,LAS,2002,2004,38,145.2400054932,-115.1567230225,36.1383209229,
Turnberry Place IV,752,residential,concrete,COM,Las Vegas,LAS,2004,2006,38,145.2400054932,-115.1554107666,36.1382789612,
Turnberry Towers - East Tower,869,hotel,concrete,COM,Las Vegas,LAS,2005,2007,45,138.0800018311,-115.1521224976,36.1409912109,
